wo_num,item_name,ord_qty,release_sim,due_sim,start_sim,finish_sim,lead_time,tardy,tardiness
WO-03291,ITEM-00647,5,177.0,198.0,177.0,184.71475694444456,7.714756944444559,False,0.0
WO-02070,ITEM-00085,12,113.0,187.0,113.0,184.71909722222222,71.71909722222222,False,0.0
WO-00747,ITEM-00789,10,170.0,212.0,170.0,184.78368055555555,14.783680555555549,False,0.0
WO-02004,ITEM-01753,33,176.0,211.0,176.0,184.92334027777784,8.92334027777784,False,0.0
WO-05791,ITEM-01010,1,160.0,216.0,160.0,184.93132638888895,24.931326388888948,False,0.0
WO-03514,ITEM-00633,45,170.0,212.0,170.0,185.14820833333337,15.148208333333372,False,0.0
WO-03788,ITEM-00194,25,177.0,226.0,177.0,185.2937500000001,8.293750000000102,False,0.0
WO-02537,ITEM-00562,50,167.0,216.0,167.0,185.37305555555554,18.37305555555554,False,0.0
WO-01496,ITEM-00600,24,132.0,204.0,132.0,186.14791666666667,54.147916666666674,False,0.0
WO-03675,ITEM-01287,5,177.0,191.0,177.0,186.15902777777782,9.159027777777823,False,0.0
WO-04618,ITEM-02965,16,184.0,226.0,184.0,186.17378472222222,2.173784722222223,False,0.0
WO-04915,ITEM-02361,5,181.0,209.0,181.0,186.17889583333346,5.178895833333456,False,0.0
WO-02820,ITEM-02271,8,173.0,222.0,173.0,186.24381944444445,13.243819444444455,False,0.0
WO-01284,ITEM-01214,15,163.0,212.0,163.0,186.30520833333338,23.305208333333383,False,0.0
WO-03720,ITEM-02040,31,173.0,222.0,173.0,186.33895833333332,13.338958333333323,False,0.0
WO-03776,ITEM-00870,9,176.0,190.0,176.0,186.35972222222242,10.359722222222416,False,0.0
WO-02818,ITEM-02269,12,173.0,222.0,173.0,186.3695138888889,13.36951388888889,False,0.0
WO-02240,ITEM-01934,5,181.0,209.0,181.0,186.37299722222227,5.372997222222267,False,0.0
WO-04586,ITEM-00091,9,140.0,205.0,140.0,186.52455555555557,46.524555555555565,False,0.0
WO-02239,ITEM-01596,5,181.0,209.0,181.0,186.55416666666673,5.554166666666731,False,0.0
WO-06768,ITEM-01596,18,176.0,204.0,176.0,186.70615694444447,10.706156944444473,False,0.0
WO-02090,ITEM-00120,8,180.0,208.0,180.0,186.9967083333335,6.996708333333487,False,0.0
WO-01925,ITEM-00019,1,173.0,215.0,173.0,187.0,14.0,False,0.0
WO-05487,ITEM-03285,36,180.0,236.0,180.0,187.0,7.0,False,0.0
WO-03452,ITEM-00852,15,163.0,213.0,163.0,189.0,26.0,False,0.0
WO-02858,ITEM-02293,25,174.0,223.0,174.0,189.0,15.0,False,0.0
WO-01283,ITEM-01235,11,175.0,282.0,175.0,189.0,14.0,False,0.0
WO-03339,ITEM-02115,25,175.0,217.0,175.0,189.0,14.0,False,0.0
WO-06676,ITEM-01451,52,177.0,205.0,177.0,189.0,12.0,False,0.0
WO-03810,ITEM-00514,6,97.0,178.0,97.0,189.0,92.0,True,11.0
WO-02543,ITEM-00514,6,99.0,181.0,99.0,189.0,90.0,True,8.0
WO-03947,ITEM-00507,15,169.0,225.0,169.0,189.03125,20.03125,False,0.0
WO-03289,ITEM-00620,12,180.0,239.0,180.0,189.03125,9.03125,False,0.0
WO-02935,ITEM-00732,9,174.0,216.0,174.0,189.0314236111111,15.031423611111109,False,0.0
WO-03516,ITEM-01188,4,184.0,198.0,184.0,189.03177083333333,5.031770833333326,False,0.0
WO-02188,ITEM-01897,10,184.0,205.0,184.0,189.03194444444443,5.031944444444434,False,0.0
WO-01379,ITEM-01302,28,167.0,223.0,167.0,189.05208333333331,22.052083333333314,False,0.0
WO-03408,ITEM-00663,3,181.0,202.0,181.0,189.07315972222221,8.073159722222215,False,0.0
WO-00541,ITEM-00119,22,173.0,250.0,173.0,189.07315972222221,16.073159722222215,False,0.0
WO-02131,ITEM-01851,10,173.0,194.0,173.0,189.07541666666665,16.075416666666655,False,0.0
WO-01802,ITEM-00867,7,176.0,204.0,176.0,189.09624999999997,13.09624999999997,False,0.0
WO-01725,ITEM-01560,3,177.0,205.0,177.0,189.09642361111108,12.096423611111078,False,0.0
WO-02547,ITEM-00039,1,152.0,216.0,152.0,189.09642361111108,37.09642361111108,False,0.0
WO-01803,ITEM-00554,7,176.0,204.0,176.0,189.09739583333334,13.097395833333337,False,0.0
WO-03549,ITEM-01097,5,161.0,217.0,161.0,189.10006944444442,28.100069444444415,False,0.0
WO-02714,ITEM-00554,7,176.0,204.0,176.0,189.10434027777777,13.104340277777766,False,0.0
WO-00562,ITEM-00377,16,170.0,233.0,170.0,189.11822916666668,19.11822916666668,False,0.0
WO-00199,ITEM-00227,4,148.0,232.0,148.0,189.11822916666668,41.11822916666668,False,0.0
WO-00349,ITEM-00383,2,177.0,219.0,177.0,189.11822916666668,12.11822916666668,False,0.0
WO-00923,ITEM-00227,8,152.0,237.0,152.0,189.11822916666668,37.11822916666668,False,0.0
WO-02731,ITEM-02229,6,173.0,250.0,173.0,189.11822916666668,16.11822916666668,False,0.0
WO-06876,ITEM-02225,20,169.0,225.0,169.0,189.1670138888889,20.167013888888903,False,0.0
WO-03302,ITEM-00566,60,166.0,250.0,166.0,189.1876736111111,23.18767361111111,False,0.0
WO-03618,ITEM-02603,42,184.0,237.0,184.0,189.20503472222222,5.205034722222223,False,0.0
WO-01794,ITEM-00302,12,132.0,197.0,132.0,189.25034722222222,57.25034722222222,False,0.0
WO-01783,ITEM-01344,13,173.0,257.0,173.0,189.33024305555557,16.33024305555557,False,0.0
WO-01445,ITEM-00382,1,152.0,216.0,152.0,189.40729166666668,37.40729166666668,False,0.0
WO-06095,ITEM-00832,6,139.0,232.0,139.0,189.40798611111111,50.407986111111114,False,0.0
WO-03131,ITEM-01500,74,173.0,264.0,173.0,189.4173263888889,16.41732638888891,False,0.0
WO-03919,ITEM-01500,74,173.0,264.0,173.0,189.4173263888889,16.41732638888891,False,0.0
WO-02548,ITEM-00039,1,152.0,216.0,152.0,189.46319444444444,37.46319444444444,False,0.0
WO-03686,ITEM-01090,40,177.0,219.0,177.0,189.46929166666672,12.46929166666672,False,0.0
WO-03759,ITEM-02254,80,183.0,211.0,183.0,189.50743055555554,6.507430555555544,False,0.0
WO-05994,ITEM-02198,4,167.0,230.0,167.0,189.60659722222223,22.606597222222234,False,0.0
WO-00135,ITEM-00170,36,169.0,260.0,169.0,189.68802083333333,20.688020833333326,False,0.0
WO-02111,ITEM-01213,9,174.0,216.0,174.0,189.68819444444446,15.688194444444463,False,0.0
WO-01448,ITEM-00382,1,152.0,216.0,152.0,189.77187500000002,37.77187500000002,False,0.0
WO-04544,ITEM-01189,10,177.0,226.0,177.0,189.78615277777786,12.786152777777858,False,0.0
WO-03485,ITEM-00738,25,176.0,211.0,176.0,190.05320138888897,14.053201388888965,False,0.0
WO-01766,ITEM-01281,300,177.0,205.0,177.0,190.11965972222228,13.11965972222228,False,0.0
WO-04668,ITEM-01590,84,180.0,236.0,180.0,190.38676388888888,10.38676388888888,False,0.0
WO-04710,ITEM-01357,40,180.0,215.0,180.0,190.5716458333336,10.571645833333605,False,0.0
WO-03218,ITEM-02465,10,174.0,216.0,174.0,190.70260416666665,16.702604166666646,False,0.0
WO-01449,ITEM-00382,1,152.0,216.0,152.0,190.74079861111113,38.74079861111113,False,0.0
WO-00380,ITEM-00416,20,175.0,238.0,175.0,190.86215277777782,15.862152777777823,False,0.0
WO-03648,ITEM-01640,30,176.0,225.0,176.0,190.89759027777777,14.897590277777766,False,0.0
WO-02819,ITEM-02270,12,173.0,222.0,173.0,191.03125,18.03125,False,0.0
WO-00413,ITEM-00025,30,162.0,225.0,162.0,191.07387500000002,29.073875000000015,False,0.0
WO-01801,ITEM-00819,7,176.0,204.0,176.0,191.1170833333333,15.117083333333312,False,0.0
WO-02664,ITEM-00591,6,181.0,202.0,181.0,191.3373680555556,10.3373680555556,False,0.0
WO-06726,ITEM-01103,40,180.0,215.0,180.0,191.3373680555556,11.3373680555556,False,0.0
WO-02825,ITEM-00917,12,152.0,216.0,152.0,191.40885416666666,39.40885416666666,False,0.0
WO-02668,ITEM-00593,6,181.0,202.0,181.0,191.41836111111124,10.418361111111238,False,0.0
WO-05042,ITEM-03169,10,184.0,226.0,184.0,191.43142361111111,7.431423611111114,False,0.0
WO-06041,ITEM-02096,20,174.0,223.0,174.0,191.43479166666665,17.434791666666655,False,0.0
WO-00766,ITEM-00802,10,175.0,217.0,175.0,191.45911805555568,16.459118055555678,False,0.0
WO-03545,ITEM-02590,20,177.0,205.0,177.0,191.52812500000002,14.528125000000017,False,0.0
WO-00767,ITEM-00802,13,175.0,217.0,175.0,191.5422291666667,16.542229166666687,False,0.0
WO-03671,ITEM-01930,60,177.0,219.0,177.0,191.5838958333334,14.5838958333334,False,0.0
WO-04424,ITEM-02863,10,184.0,205.0,184.0,191.5890625,7.589062500000011,False,0.0
WO-03269,ITEM-02258,10,181.0,202.0,181.0,191.59230555555584,10.59230555555584,False,0.0
WO-03988,ITEM-00496,20,152.0,195.0,152.0,191.59409722222222,39.59409722222222,False,0.0
WO-02200,ITEM-01870,40,182.0,222.0,182.0,191.62964583333354,9.62964583333354,False,0.0
WO-04913,ITEM-01031,45,176.0,218.0,176.0,191.74066666666673,15.740666666666726,False,0.0
WO-00145,ITEM-00176,4,167.0,251.0,167.0,191.77413194444458,24.774131944444576,False,0.0
WO-02694,ITEM-00492,1,147.0,212.0,147.0,191.80309027777778,44.803090277777784,False,0.0
WO-05372,ITEM-00578,30,173.0,215.0,173.0,191.833076388889,18.833076388888998,False,0.0
WO-00267,ITEM-00275,4,167.0,251.0,167.0,191.9225694444445,24.92256944444449,False,0.0
WO-00265,ITEM-00275,4,167.0,251.0,167.0,191.93993055555558,24.939930555555577,False,0.0
WO-03212,ITEM-01007,35,176.0,211.0,176.0,191.9625,15.962500000000006,False,0.0
WO-03817,ITEM-00208,50,176.0,197.0,176.0,191.98524305555557,15.985243055555571,False,0.0
WO-02741,ITEM-00873,30,177.0,219.0,177.0,192.0260833333334,15.02608333333339,False,0.0
WO-03581,ITEM-01136,15,176.0,225.0,176.0,192.79015972222237,16.79015972222237,False,0.0
WO-03836,ITEM-01168,20,180.0,229.0,180.0,193.3445138888889,13.344513888888912,False,0.0
WO-04512,ITEM-01934,6,188.0,216.0,188.0,193.4766944444447,5.476694444444689,False,0.0
WO-05175,ITEM-02703,3,163.0,289.0,163.0,193.59079861111113,30.590798611111126,False,0.0
WO-04767,ITEM-01103,60,180.0,215.0,180.0,194.0,14.0,False,0.0
WO-06657,ITEM-01357,40,181.0,216.0,181.0,194.0,13.0,False,0.0
WO-01480,ITEM-00406,30,153.0,217.0,153.0,194.0,41.0,False,0.0
WO-02002,ITEM-00305,16,184.0,224.0,184.0,194.0,10.0,False,0.0
WO-05504,ITEM-01402,42,180.0,236.0,180.0,194.0,14.0,False,0.0
WO-05486,ITEM-02970,16,182.0,238.0,182.0,194.0,12.0,False,0.0
WO-04645,ITEM-02970,16,182.0,238.0,182.0,194.0,12.0,False,0.0
WO-04669,ITEM-02559,8,187.0,243.0,187.0,194.0,7.0,False,0.0
WO-04868,ITEM-03106,4,187.0,243.0,187.0,194.0,7.0,False,0.0
WO-04491,ITEM-01834,23,187.0,243.0,187.0,194.0,7.0,False,0.0
WO-03122,ITEM-02425,15,177.0,219.0,177.0,196.0,19.0,False,0.0
WO-03579,ITEM-00569,14,176.0,232.0,176.0,196.0,20.0,False,0.0
WO-03811,ITEM-00514,6,106.0,188.0,106.0,196.0,90.0,True,8.0
WO-03141,ITEM-00039,1,154.0,218.0,154.0,196.03125,42.03125,False,0.0
WO-02551,ITEM-00039,1,154.0,218.0,154.0,196.03125,42.03125,False,0.0
WO-03946,ITEM-00507,15,176.0,232.0,176.0,196.03125,20.03125,False,0.0
WO-01182,ITEM-00640,12,152.0,216.0,152.0,196.0314236111111,44.03142361111111,False,0.0
WO-03517,ITEM-01972,44,180.0,222.0,180.0,196.0314236111111,16.03142361111111,False,0.0
WO-03584,ITEM-02596,5,180.0,222.0,180.0,196.0314236111111,16.03142361111111,False,0.0
WO-04702,ITEM-03031,5,190.0,190.0,190.0,196.0314236111111,6.031423611111109,True,6.031423611111109
WO-06993,ITEM-00039,1,154.0,218.0,154.0,196.0314236111111,42.03142361111111,False,0.0
WO-02552,ITEM-00039,1,154.0,218.0,154.0,196.0314236111111,42.03142361111111,False,0.0
WO-02381,ITEM-00728,10,191.0,205.0,191.0,196.03159722222222,5.031597222222217,False,0.0
WO-02936,ITEM-00512,9,181.0,223.0,181.0,196.03159722222222,15.031597222222217,False,0.0
WO-03002,ITEM-00723,11,181.0,223.0,181.0,196.03173611111112,15.031736111111115,False,0.0
WO-03501,ITEM-02421,32,177.0,226.0,177.0,196.03177083333333,19.031770833333326,False,0.0
WO-02836,ITEM-00918,24,167.0,230.0,167.0,196.03194444444443,29.031944444444434,False,0.0
WO-02938,ITEM-01011,7,181.0,223.0,181.0,196.033125,15.033125000000013,False,0.0
WO-03807,ITEM-00556,1,187.0,201.0,187.0,196.04166666666666,9.041666666666657,False,0.0
WO-03442,ITEM-02392,4,180.0,222.0,180.0,196.04184027777777,16.041840277777766,False,0.0
WO-05415,ITEM-03260,3,182.0,191.0,182.0,196.06284722222222,14.062847222222217,True,5.062847222222217
WO-01796,ITEM-01543,10,155.0,254.0,155.0,196.06481250000002,41.064812500000016,False,0.0
WO-01184,ITEM-00157,15,189.0,217.0,189.0,196.07083333333333,7.070833333333326,False,0.0
WO-02175,ITEM-01890,2,180.0,267.0,180.0,196.07630555555554,16.076305555555535,False,0.0
WO-06397,ITEM-01680,157,187.0,243.0,187.0,196.0939236111111,9.093923611111109,False,0.0
WO-01608,ITEM-00578,30,175.0,217.0,175.0,196.0939236111111,21.09392361111111,False,0.0
WO-06991,ITEM-00536,22,176.0,253.0,176.0,196.0939236111111,20.09392361111111,False,0.0
WO-01133,ITEM-00285,15,176.0,260.0,176.0,196.0939236111111,20.09392361111111,False,0.0
WO-01764,ITEM-00896,10,160.0,195.0,160.0,196.09513888888887,36.09513888888887,True,1.0951388888888687
WO-01979,ITEM-01134,15,153.0,308.0,153.0,196.10696527777782,43.10696527777782,False,0.0
WO-02967,ITEM-00171,6,170.0,268.0,170.0,196.1270833333333,26.127083333333303,False,0.0
WO-00386,ITEM-00377,16,177.0,240.0,177.0,196.1270833333333,19.127083333333303,False,0.0
WO-03725,ITEM-02179,10,183.0,225.0,183.0,196.16041666666666,13.160416666666663,False,0.0
WO-02580,ITEM-02185,23,175.0,273.0,175.0,196.16336805555554,21.163368055555537,False,0.0
WO-01647,ITEM-00114,7,173.0,257.0,173.0,196.17083333333332,23.17083333333332,False,0.0
WO-02955,ITEM-01008,45,162.0,232.0,162.0,196.19809027777777,34.198090277777766,False,0.0
WO-01691,ITEM-00979,9,183.0,225.0,183.0,196.20666666666662,13.20666666666662,False,0.0
WO-00758,ITEM-00717,15,169.0,190.0,169.0,196.22947916666666,27.229479166666664,True,6.229479166666664
WO-00227,ITEM-00121,12,170.0,226.0,170.0,196.25034722222222,26.250347222222217,False,0.0
WO-05268,ITEM-02681,5,184.0,226.0,184.0,196.31961805555557,12.319618055555566,False,0.0
WO-03564,ITEM-02123,30,133.0,277.0,133.0,196.3367222222222,63.33672222222219,False,0.0
WO-04355,ITEM-02118,65,189.0,245.0,189.0,196.45868055555553,7.4586805555555316,False,0.0
WO-06123,ITEM-00529,3,182.0,224.0,182.0,196.4609375,14.4609375,False,0.0
WO-01912,ITEM-01706,12,191.0,198.0,191.0,196.461875,5.461874999999992,False,0.0
WO-04394,ITEM-02471,4,189.0,245.0,189.0,196.52612500000032,7.52612500000032,False,0.0
WO-04911,ITEM-01090,51,183.0,225.0,183.0,196.64495138888887,13.64495138888887,False,0.0
WO-03864,ITEM-02686,5,184.0,226.0,184.0,196.7565833333333,12.75658333333331,False,0.0
WO-00927,ITEM-00923,30,177.0,219.0,177.0,196.7724861111111,19.772486111111107,False,0.0
WO-01607,ITEM-00578,30,177.0,219.0,177.0,196.7724861111111,19.772486111111107,False,0.0
WO-03542,ITEM-02587,16,182.0,231.0,182.0,196.8605972222222,14.860597222222196,False,0.0
WO-01746,ITEM-00176,8,169.0,253.0,169.0,196.86770833333333,27.867708333333326,False,0.0
WO-02355,ITEM-00176,8,169.0,253.0,169.0,196.86770833333333,27.867708333333326,False,0.0
WO-02586,ITEM-00275,8,170.0,255.0,170.0,196.92934027777775,26.929340277777754,False,0.0
WO-02821,ITEM-02086,252,184.0,226.0,184.0,196.9564166666669,12.956416666666911,False,0.0
WO-06317,ITEM-01608,71,187.0,243.0,187.0,196.97594305555555,9.975943055555547,False,0.0
WO-03500,ITEM-01296,200,184.0,226.0,184.0,196.98941666666664,12.989416666666642,False,0.0
WO-03608,ITEM-02600,1,156.0,222.0,156.0,197.16701388888896,41.16701388888896,False,0.0
WO-02857,ITEM-01158,25,184.0,233.0,184.0,197.21730555555584,13.21730555555584,False,0.0
WO-02650,ITEM-02205,25,184.0,233.0,184.0,197.2185972222223,13.218597222222286,False,0.0
WO-04600,ITEM-02612,18,183.0,218.0,183.0,197.25497916666694,14.254979166666942,False,0.0
WO-03329,ITEM-00724,5,183.0,232.0,183.0,197.26399999999998,14.263999999999982,False,0.0
WO-03330,ITEM-00724,5,183.0,232.0,183.0,197.26840277777782,14.268402777777823,False,0.0
WO-02634,ITEM-00492,1,154.0,218.0,154.0,197.41284722222227,43.41284722222227,False,0.0
WO-01183,ITEM-00157,15,191.0,219.0,191.0,197.57118055555554,6.571180555555543,False,0.0
WO-00140,ITEM-00174,16,180.0,236.0,180.0,197.69429166666674,17.694291666666743,False,0.0
WO-05818,ITEM-01675,100,184.0,226.0,184.0,197.7773750000003,13.77737500000029,False,0.0
WO-05627,ITEM-01729,2,189.0,245.0,189.0,197.97548611111105,8.975486111111053,False,0.0
WO-06914,ITEM-02041,5,182.0,231.0,182.0,198.03125,16.03125,False,0.0
WO-03610,ITEM-01300,25,183.0,232.0,183.0,198.03125,15.03125,False,0.0
WO-02459,ITEM-01843,10,180.0,229.0,180.0,198.03125,18.03125,False,0.0
WO-02652,ITEM-00643,10,176.0,218.0,176.0,198.0626736111111,22.06267361111111,False,0.0
WO-01775,ITEM-01346,25,177.0,212.0,177.0,198.0626736111111,21.06267361111111,False,0.0
WO-03653,ITEM-00511,13,176.0,225.0,176.0,198.06302083333333,22.063020833333326,False,0.0
WO-03288,ITEM-00757,12,180.0,236.0,180.0,198.09461805555554,18.094618055555543,False,0.0
WO-01798,ITEM-01624,5,190.0,204.0,190.0,198.1251736111111,8.125173611111109,False,0.0
WO-00792,ITEM-00025,30,170.0,226.0,170.0,198.14349305555558,28.14349305555558,False,0.0
WO-02102,ITEM-01639,15,182.0,224.0,182.0,198.18836805555554,16.188368055555543,False,0.0
WO-01131,ITEM-00147,32,187.0,208.0,187.0,198.19791666666666,11.197916666666657,False,0.0
WO-03727,ITEM-00245,12,177.0,233.0,177.0,198.21909722222222,21.219097222222217,False,0.0
WO-03793,ITEM-00414,5,135.0,265.0,135.0,198.22604166666667,63.226041666666674,False,0.0
WO-02669,ITEM-00594,6,188.0,209.0,188.0,198.2546875,10.254687499999989,False,0.0
WO-06498,ITEM-02176,11,183.0,232.0,183.0,198.3167361111111,15.316736111111112,False,0.0
WO-02180,ITEM-00332,20,169.0,225.0,169.0,198.32326388888887,29.323263888888874,False,0.0
WO-03407,ITEM-00332,20,169.0,225.0,169.0,198.32326388888887,29.323263888888874,False,0.0
WO-03458,ITEM-01640,30,184.0,233.0,184.0,198.34153472222226,14.341534722222264,False,0.0
WO-05954,ITEM-01103,40,187.0,222.0,187.0,198.40560138888893,11.405601388888925,False,0.0
WO-00717,ITEM-00115,8,160.0,244.0,160.0,198.46931250000006,38.46931250000006,False,0.0
WO-03352,ITEM-02155,10,188.0,209.0,188.0,198.46931250000006,10.469312500000058,False,0.0
WO-01127,ITEM-00019,1,181.0,223.0,181.0,198.46931250000006,17.469312500000058,False,0.0
WO-00141,ITEM-00175,30,180.0,222.0,180.0,198.60468749999998,18.604687499999983,False,0.0
WO-02697,ITEM-00492,1,154.0,218.0,154.0,198.6471805555557,44.64718055555571,False,0.0
WO-03351,ITEM-02325,20,188.0,209.0,188.0,198.66474305555556,10.664743055555562,False,0.0
WO-02698,ITEM-00492,1,154.0,218.0,154.0,198.67181944444474,44.671819444444736,False,0.0
WO-02701,ITEM-00492,1,154.0,218.0,154.0,198.69505555555568,44.69505555555568,False,0.0
WO-05556,ITEM-02618,6,180.0,222.0,180.0,198.7115,18.7115,False,0.0
WO-01676,ITEM-00167,8,191.0,226.0,191.0,198.83159722222223,7.8315972222222285,False,0.0
WO-04030,ITEM-00852,9,177.0,226.0,177.0,198.83754166666674,21.837541666666738,False,0.0
WO-05265,ITEM-02682,5,187.0,229.0,187.0,198.8387569444445,11.838756944444498,False,0.0
WO-03938,ITEM-02226,19,183.0,218.0,183.0,199.02365277777787,16.02365277777787,False,0.0
WO-00242,ITEM-00074,10,195.0,223.0,195.0,199.77704861111107,4.77704861111107,False,0.0
WO-02839,ITEM-00729,12,169.0,232.0,169.0,200.12534722222222,31.125347222222217,False,0.0
WO-02020,ITEM-01758,6,187.0,215.0,187.0,200.54999999999993,13.549999999999926,False,0.0
WO-02105,ITEM-01232,15,190.0,204.0,190.0,200.57142361111113,10.571423611111129,False,0.0
WO-05370,ITEM-02345,9,191.0,247.0,191.0,201.0,10.0,False,0.0
WO-01842,ITEM-00160,180,189.0,224.0,189.0,201.0,12.0,False,0.0
WO-01926,ITEM-00484,30,183.0,225.0,183.0,201.0,18.0,False,0.0
WO-02982,ITEM-00567,10,183.0,225.0,183.0,201.0,18.0,False,0.0
WO-04349,ITEM-00146,8,180.0,236.0,180.0,201.0,21.0,False,0.0
WO-06987,ITEM-01511,2,191.0,247.0,191.0,201.0,10.0,False,0.0
WO-03856,ITEM-02259,2,191.0,247.0,191.0,201.0,10.0,False,0.0
WO-04353,ITEM-02837,6,194.0,250.0,194.0,201.0,7.0,False,0.0
WO-06860,ITEM-02033,2,194.0,250.0,194.0,201.0,7.0,False,0.0
WO-04354,ITEM-02838,6,194.0,250.0,194.0,201.0,7.0,False,0.0
WO-06861,ITEM-02838,6,194.0,250.0,194.0,201.0,7.0,False,0.0
WO-02219,ITEM-01924,10,183.0,225.0,183.0,203.0,20.0,False,0.0
WO-04811,ITEM-01193,2,155.0,226.0,155.0,203.0,48.0,False,0.0
WO-03357,ITEM-01336,10,177.0,233.0,177.0,203.0,26.0,False,0.0
WO-04975,ITEM-01297,25,188.0,237.0,188.0,203.0,15.0,False,0.0
WO-01241,ITEM-01193,7,161.0,231.0,161.0,203.0,42.0,False,0.0
WO-03295,ITEM-02489,10,187.0,215.0,187.0,203.0,16.0,False,0.0
WO-05130,ITEM-00514,1,117.0,196.0,117.0,203.0,86.0,True,7.0
WO-02553,ITEM-00039,1,162.0,225.0,162.0,203.03125,41.03125,False,0.0
WO-04417,ITEM-02405,2,194.0,250.0,194.0,203.03125,9.03125,False,0.0
WO-01403,ITEM-00507,15,183.0,246.0,183.0,203.03125,20.03125,False,0.0
WO-04704,ITEM-01765,14,194.0,250.0,194.0,203.03125,9.03125,False,0.0
WO-04418,ITEM-01597,20,194.0,250.0,194.0,203.03125,9.03125,False,0.0
WO-01212,ITEM-01175,15,177.0,212.0,177.0,203.0314236111111,26.03142361111111,False,0.0
WO-02640,ITEM-01190,38,187.0,229.0,187.0,203.0314236111111,16.03142361111111,False,0.0
WO-01985,ITEM-01294,8,176.0,218.0,176.0,203.04166666666666,27.041666666666657,False,0.0
WO-01762,ITEM-01093,8,184.0,226.0,184.0,203.04166666666666,19.041666666666657,False,0.0
WO-02623,ITEM-00039,1,162.0,225.0,162.0,203.04166666666666,41.04166666666666,False,0.0
WO-01066,ITEM-00233,12,177.0,226.0,177.0,203.04184027777777,26.041840277777766,False,0.0
WO-05366,ITEM-00233,12,177.0,226.0,177.0,203.04184027777777,26.041840277777766,False,0.0
WO-01866,ITEM-01670,5,184.0,233.0,184.0,203.05260416666667,19.05260416666667,False,0.0
WO-01049,ITEM-00130,12,184.0,233.0,184.0,203.05295138888889,19.052951388888886,False,0.0
WO-06911,ITEM-00786,3,196.0,217.0,196.0,203.06284722222222,7.062847222222217,False,0.0
WO-03369,ITEM-00646,5,195.0,216.0,195.0,203.06284722222222,8.062847222222217,False,0.0
WO-04582,ITEM-02405,6,194.0,250.0,194.0,203.06284722222222,9.062847222222217,False,0.0
WO-06129,ITEM-03492,450,187.0,229.0,187.0,203.07326388888885,16.073263888888846,False,0.0
WO-03512,ITEM-00867,7,190.0,218.0,190.0,203.07352777777777,13.07352777777777,False,0.0
WO-01045,ITEM-00129,24,183.0,239.0,183.0,203.07378472222217,20.07378472222217,False,0.0
WO-06267,ITEM-00554,7,190.0,218.0,190.0,203.08055555555555,13.080555555555549,False,0.0
WO-01797,ITEM-01543,10,163.0,262.0,163.0,203.08802083333327,40.088020833333275,False,0.0
WO-01609,ITEM-00578,30,182.0,224.0,182.0,203.0943611111111,21.094361111111112,False,0.0
WO-06727,ITEM-01103,40,191.0,226.0,191.0,203.0943611111111,12.094361111111112,False,0.0
WO-02569,ITEM-01039,100,181.0,237.0,181.0,203.0960069444444,22.09600694444441,False,0.0
WO-01204,ITEM-01163,19,176.0,232.0,176.0,203.09739583333334,27.097395833333337,False,0.0
WO-03383,ITEM-01134,15,156.0,313.0,156.0,203.09753472222224,47.097534722222235,False,0.0
WO-03036,ITEM-01404,4,175.0,245.0,175.0,203.1390625,28.139062499999994,False,0.0
WO-01361,ITEM-00965,4,152.0,286.0,152.0,203.1553819444444,51.1553819444444,False,0.0
WO-03825,ITEM-00428,5,188.0,272.0,188.0,203.17795138888886,15.177951388888857,False,0.0
WO-06844,ITEM-01537,2,194.0,250.0,194.0,203.1883333333333,9.188333333333304,False,0.0
WO-04342,ITEM-00302,12,146.0,211.0,146.0,203.22274305555555,57.222743055555554,False,0.0
WO-01169,ITEM-00796,8,187.0,278.0,187.0,203.22673611111108,16.22673611111108,False,0.0
WO-02976,ITEM-02320,24,175.0,210.0,175.0,203.25937499999998,28.259374999999977,False,0.0
WO-03913,ITEM-00832,6,154.0,246.0,154.0,203.33645833333333,49.336458333333326,False,0.0
WO-00547,ITEM-00616,22,182.0,287.0,182.0,203.33663194444443,21.336631944444434,False,0.0
WO-06753,ITEM-00327,48,181.0,286.0,181.0,203.3894097222222,22.38940972222221,False,0.0
WO-04670,ITEM-02405,2,196.0,252.0,196.0,203.3894097222222,7.3894097222222115,False,0.0
WO-02136,ITEM-01500,74,187.0,278.0,187.0,203.4567708333333,16.45677083333331,False,0.0
WO-06067,ITEM-00377,32,184.0,247.0,184.0,203.49010416666667,19.49010416666667,False,0.0
WO-00509,ITEM-00578,30,183.0,225.0,183.0,203.49010416666667,20.49010416666667,False,0.0
WO-01988,ITEM-01672,12,184.0,240.0,184.0,203.5005208333333,19.500520833333297,False,0.0
WO-04703,ITEM-02660,10,196.0,252.0,196.0,203.5738125,7.5738125000000025,False,0.0
WO-05174,ITEM-03196,40,191.0,226.0,191.0,203.61829861111107,12.618298611111072,False,0.0
WO-04671,ITEM-02405,4,196.0,252.0,196.0,203.68020833333333,7.680208333333326,False,0.0
WO-01883,ITEM-01685,60,187.0,278.0,187.0,203.74079861111113,16.74079861111113,False,0.0
WO-01322,ITEM-00923,30,184.0,226.0,184.0,203.81849305555556,19.818493055555564,False,0.0
WO-02458,ITEM-02126,27,191.0,219.0,191.0,203.84722222222217,12.847222222222172,False,0.0
WO-01612,ITEM-00578,30,184.0,226.0,184.0,203.99436111111112,19.994361111111118,False,0.0
WO-00770,ITEM-00025,30,176.0,239.0,176.0,204.16597222222214,28.165972222222138,False,0.0
